来源作者,期刊,年度(期),标题,作者,机构,下载量,页码,页数,大小
余静文,统计研究 .,"2024 ,41 (01)",股票市场对外开放与企业创新投入——基于沪港通与深港通的研究,"余静文1,2 陈海健3",1.武汉大学经济发展研究中心、金融发展与政策研究中心 2.武汉大学金融系 3.武汉大学经济与管理学院,下载：2552,页码：85-97,页数：13,大小：989K
余静文,工信财经科技 .,2023 (05),美国货币政策调整的跨境传导及其对我国经济的影响,余静文 姜竣雯,武汉大学经济与管理学院,下载：487,页码：67-81,页数：15,大小：1881K
余静文,世界经济 .,"2022 ,45 (12)",政策协同与经济增长：基于“一带一路”沿线国家的分析,彭红枫1 余静文2,1.山东财经大学金融学院 2.武汉大学经济发展研究中心,下载：3640,页码：29-51,页数：23,大小：1126K
余静文,国际金融研究 .,2022 (11),全球资本管制的动态变化——基于GKAOPEN资本账户开放指标体系的分析,彭红枫1 尹智超1 肖祖沔1 余静文2,1.山东财经大学金融学院 2.武汉大学经济与管理学院金融系,下载：1019,页码：3-18,页数：16,大小：2502K
余静文,工信财经科技 .,2022 (05),金融赋能制造业高质量发展的路径展望——基于日本案例的分析,"余静文1,2 周艺1",1.武汉大学经济与管理学院 2.武汉大学金融系,下载：232,页码：20-30,页数：11,大小：909K
余静文,工信财经科技 .,2021 (05),金融体系结构优化的国际经验与中国路径,余静文 李濛西,武汉大学经济与管理学院,下载：634,页码：25-36,页数：12,大小：1116K
余静文,金融经济学研究 .,"2021 ,36 (03)",《物权法》实施对企业商业信用的影响——基于供应链上下游机制视角,余静文 李媛媛 李濛西,武汉大学经济与管理学院,下载：1464,页码：76-90,页数：15,大小：515K
余静文,产经评论 .,"2021 ,12 (04)",数字金融与商业银行风险承担——基于中国商业银行的实证研究,余静文1 吴滨阳2,1.武汉大学经济与管理学院金融系 2.武汉大学经济与管理学院,下载：8056,页码：108-128,页数：21,大小：2188K
余静文,统计研究 .,"2021 ,38 (04)",银行业“松绑”与企业“走出去”：基于中国工业企业数据的分析,余静文1 惠天宇2 矫欣蕊3,1.武汉大学经济发展研究中心 2.武汉大学经济与管理学院 3.圣路易斯华盛顿大学,下载：1328,页码：89-102,页数：14,大小：1144K
余静文,世界经济 .,"2021 ,44 (01)",对外直接投资与出口产品质量升级:来自中国的经验证据,"余静文1,2 彭红枫3 李濛西4",1.武汉大学经济发展研究中心 2.华润金控投资有限公司 3.山东财经大学金融学院 4.武汉大学经济与管理学院,下载：8766,页码：54-80,页数：27,大小：482K
余静文,经济研究 .,"2020 ,55 (04)",发展经济学在中国:实践与展望——第二届中国发展经济学学者论坛综述,叶初升 肖利平 余静文,1.武汉大学经济发展研究中心 2.武汉大学经济与管理学院,下载：2364,页码：205-208,页数：4,大小：107K
余静文,金融学季刊 .,"2019 ,13 (04)",银行业竞争有助于产品质量升级吗——基于中国出口企业数据的分析,余静文 惠天宇,"1.武汉大学经济发展研究中心,经济与管理学院 2.武汉大学经济与管理学院",下载：329,页码：23-46,页数：24,大小：1298K
余静文,武汉大学学报(哲学社会科学版) .,"2019 ,72 (05)",健康人力资本与中国区域经济增长,余静文1 苗艳青2,1.武汉大学经济与管理学院 2.国家卫生健康委卫生发展研究中心,下载：1744,页码：161-175,页数：15,大小：2816K
余静文,金融研究 .,2019 (04),人口年龄结构与金融结构——宏观事实与微观机制,余静文1 姚翔晨2,1.武汉大学经济发展研究中心 2.香港中文大学商学院,下载：5901,页码：20-38,页数：19,大小：340K
余静文,中国工业经济 .,2018 (03),企业国有化中的政府角色,余静文,武汉大学经济发展研究中心、经济与管理学院,下载：2885,页码：155-173,页数：19,大小：959K
余静文,统计研究 .,"2018 ,35 (02)",汇率冲击与企业生产率——基于市场竞争传导机制的分析,"余静文1,2",1.武汉大学金融研究中心 2.武汉大学经济与管理学院,下载：1094,页码：75-84,页数：10,大小：143K
余静文,金融学季刊 .,"2017 ,11 (04)",汇率变动与企业新产品创新——来自人民币汇改的证据,余静文,,下载：133,页码：20-39,页数：20,大小：727K
余静文,经济评论 .,2017 (06),高房价对行业全要素生产率的影响——来自中国工业企业数据库的微观证据,余静文1 谭静2 蔡晓慧3,1.武汉大学经济与管理学院 2.上海大学经济学院 3.浙江财经大学金融学院,下载：2507,页码：22-37+121,页数：17,大小：269K
余静文,国际金融研究 .,2017 (07),汇率变动对劳动生产率影响的研究——基于2005年中国汇率制度改革的证据,余静文,武汉大学经济与管理学院,下载：955,页码：3-12,页数：10,大小：412K
余静文,中南财经政法大学学报 .,2017 (03),汇率冲击对企业退出行为的影响——来自2005年人民币汇率制度改革的证据,余静文,武汉大学经济与管理学院,下载：385,页码：106-114+155+160,页数：11,大小：187K
余静文,中国农村观察 .,2017 (01),流动人口教育回报率的城乡户籍差异及其原因研究——来自2012年北京、上海、广州流动人口动态监测的经验证据,谭静1 余静文2 李小龙3,1.上海大学经济学院 2.武汉大学经济与管理学院 3.浙江财经大学金融学院,下载：1767,页码：82-96+142-143,页数：17,大小：187K
余静文,国际贸易问题 .,2016 (10),汇率变动与资源错配——基于中国工业行业数据的分析,余静文,武汉大学经济与管理学院,下载：914,页码：155-164,页数：10,大小：942K
余静文,世界经济研究 .,2016 (04),人民币汇率变动、市场竞争与企业创新,余静文,武汉大学经济与管理学院,下载：1846,页码：51-65+135,页数：16,大小：343K
余静文,南方金融 .,2016 (01),人口老龄化冲击对金融市场化改革的影响:国际经验与中国案例,余静文,武汉大学经济与管理学院,下载：408,页码：61-71,页数：11,大小：233K
余静文,上海财经大学学报 .,"2015 ,17 (05)",房价高增长与企业“低技术锁定”——基于中国工业企业数据库的微观证据,余静文1 王媛2 谭静3,1.武汉大学经济与管理学院 2.华东师范大学商学院 3.上海大学经济学院,下载：2141,页码：44-56,页数：13,大小：792K
余静文,南方经济 .,2015 (07),人力资本对中国经济增长的贡献测算,梁润1 余静文2 冯时3,1.中国社会科学院世界经济与政治研究所 2.武汉大学经济与管理学院 3.北京大学国家发展研究院,下载：1644,页码：1-14,页数：14,大小：249K
余静文,产业经济研究 .,2015 (04),房价、流动性效应与企业融资约束,余静文1 谭静2,1.武汉大学经济与管理学院 2.上海大学经济学院,下载：1793,页码：91-101,页数：11,大小：840K
余静文,金融经济学研究 .,"2015 ,30 (01)",金融改革的次序选择与经济绩效——国际经验及对中国的启示,"余静文1,2",1.武汉大学经济与管理学院 2.上海新金融研究院,下载：538,页码：3-12,页数：10,大小：274K
余静文,金融研究 .,2014 (12),二元结构下中国流动人口的回迁意愿与储蓄行为——来自2012年北京、上海、广州流动人口动态监测数据的经验证据,谭静1 余静文2 饶璨1,1.复旦大学经济学院 2.武汉大学经济与管理学院,下载：1766,页码：23-38,页数：16,大小：996K
余静文,学术月刊 .,"2014 ,46 (10)",中国人口结构变动趋势倒逼金融模式转型,袁志刚1 余静文2,1.复旦大学经济学院 2.武汉大学经济与管理学院,下载：1105,页码：55-65,页数：11,大小：1939K
余静文,南方金融 .,2014 (09),金融改革对缓解人口老龄化冲击的实证研究,余静文1 周云峰2,1.武汉大学经济与管理学院 2.中国工商银行湖北省分行营业部,下载：290,页码：16-23,页数：8,大小：256K
余静文,产经评论 .,"2014 ,5 (02)",金融市场化、配置效率与地区研发创新,余静文,复旦大学经济学院985平台,下载：348,页码：37-46,页数：10,大小：286K
余静文,金融研究 .,2014 (02),金融抑制背后的人口年龄结构因素——基于跨国数据的经验研究,余静文1 梁润2 王勋3,1.复旦大学经济学院 2.中国社科院世界经济与政治研究所 3.斯德哥尔摩经济学院,下载：1020,页码：1-15,页数：15,大小：3863K
余静文,经济研究 .,"2013 ,48 (12)",最优金融条件与经济发展——国际经验与中国案例,余静文,复旦大学经济学院,下载：3010,页码：106-119,页数：14,大小：625K
余静文,国家行政学院学报 .,2013 (04),中国分省企业经营环境指数2013年报告(摘要),王小鲁1 余静文2 樊纲1,1.国民经济研究所 2.复旦大学,下载：2509,页码：24-34,页数：11,大小：486K
余静文,西部论坛 .,"2013 ,23 (01)",重庆统筹城乡改革缩小了城乡收入差距吗?——基于合成控制法的经验研究,余静文,复旦大学经济学院,下载：1398,页码：1-10,页数：10,大小：708K
余静文,财经研究 .,"2012 ,38 (12)",短期融资券与企业储蓄——融资约束诱发预防性储蓄的视角,余静文 李小龙,复旦大学经济学院,下载：719,页码：15-25,页数：11,大小：324K
余静文,金融研究 .,2012 (10),信贷约束、股利分红与企业预防性储蓄动机——来自中国A股上市公司的证据,余静文,复旦大学经济学院,下载：2599,页码：97-110,页数：14,大小：708K
余静文,中国劳动经济学 .,"2011 ,7 (01)",经济结构转型中的劳动工资收入与贸易差额——以中国为例的实证研究,余静文1 王春超2,1.北京大学国家发展研究院中国经济研究中心 2.暨南大学经济学院,下载：171,页码：21-43,页数：23,大小：646K
余静文,制度经济学研究 .,2011 (03),政治环境对外商直接投资的影响——以海峡两岸关系的演进为例,余静文,北京大学国家发展研究院中国经济研究中心,下载：326,页码：209-224,页数：16,大小：598K
余静文,当代经济科学 .,"2011 ,33 (05)",国有企业与非国有企业信贷约束的差异研究——基于现金-现金流敏感度的分析,余静文,北京大学国家发展研究院中国经济研究中心,下载：1187,页码：18-26+124,页数：10,大小：223K
余静文,产经评论 .,2011 (03),城市群落崛起、经济集聚与全要素生产率——基于京津冀、长三角和珠三角城市圈的分析,余静文1 王春超2,1.北京大学国家发展研究院中国经济研究中心 2.暨南大学经济学院,下载：994,页码：140-150,页数：11,大小：1444K
余静文,南方经济 .,2011 (04),政治环境与经济发展——以海峡两岸关系的演进为例,余静文1 王春超2,1.北京大学国家发展研究院中国经济研究中心 2.暨南大学经济学院,下载：1564,页码：30-39,页数：10,大小：1300K
余静文,西部论坛 .,"2011 ,21 (02)",城市化、城市圈与城乡收入差距,余静文1 王春超2,1.北京大学国家发展研究院中国经济研究中心 2.暨南大学经济学院,下载：682,页码：26-35,页数：10,大小：1463K
余静文,经济学动态 .,2011 (02),新“拟随机实验”方法的兴起——断点回归及其在经济学中的应用,余静文1 王春超2,1.北京大学国家发展研究院中国经济研究中心 2.暨南大学经济学院,下载：9903,页码：125-131,页数：7,大小：198K
余静文,经济评论 .,2011 (01),城市圈驱动区域经济增长的内在机制分析——以京津冀、长三角和珠三角城市圈为例,余静文1 王春超2,1.北京大学国家发展研究院中国经济研究中心 2.暨南大学经济学院,下载：3576,页码：69-78+126,页数：11,大小：526K
余静文,世界经济 .,"2011 ,34 (01)",政府间组织结构创新与城市群整体经济绩效:以珠江三角洲城市群为例,王春超1 余静文2,1.暨南大学经济学院 2.北京大学国家发展研究院中国经济研究中心,下载：1739,页码：143-160,页数：18,大小：1435K
余静文,当代经济科学 .,"2010 ,32 (05)",转型时期中国城市圈的经济绩效,余静文1 王春超2,1.北京大学国家发展研究院 2.北京大学汇丰商学院,下载：674,页码：103-112+128,页数：11,大小：418K
余静文,中南财经政法大学学报 .,2010 (04),城市群落的崛起、经济绩效与区域收入差距——基于京津冀、长三角和珠三角城市圈的分析,余静文1 赵大利2,1.北京大学国家发展研究院中国经济研究中心 2.华中科技大学经济学院,下载：2487,页码：15-20+142,页数：7,大小：263K
余静文,当代经济科学 .,"2009 ,31 (06)",中国的地区经济发展差距(1987-2007):政府理念诱发制度变迁的视角,"王春超1,2 余静文3 胡继亮4",1.北京大学汇丰商学院 2.暨南大学经济学院 3.北京大学中国经济研究中心 4.华中师范大学经济学院,下载：865,页码：23-28+122-123,页数：8,大小：274K
